fold,unique_id,train_end_before_target,max_lag_available_in_train,target_rows,train_rows
1,subnet_332__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_332__eMBB,True,True,36,2016
1,subnet_332__mMTC,True,True,36,2016
1,subnet_336__URLLC,True,True,36,2016
1,subnet_336__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_336__eMBB,True,True,36,2016
1,subnet_336__mMTC,True,True,36,2016
1,subnet_337__URLLC,True,True,36,2016
1,subnet_337__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_337__eMBB,True,True,36,2016
1,subnet_337__mMTC,True,True,36,2016
1,subnet_342__URLLC,True,True,36,2016
1,subnet_342__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_342__eMBB,True,True,36,2016
1,subnet_342__mMTC,True,True,36,2016
1,subnet_356__URLLC,True,True,36,2016
1,subnet_356__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_356__eMBB,True,True,36,2016
1,subnet_356__mMTC,True,True,36,2016
1,subnet_36__URLLC,True,True,36,2016
1,subnet_36__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_36__eMBB,True,True,36,2016
1,subnet_36__mMTC,True,True,36,2016
1,subnet_373__URLLC,True,True,36,2016
1,subnet_373__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_373__eMBB,True,True,36,2016
1,subnet_373__mMTC,True,True,36,2016
1,subnet_38__URLLC,True,True,36,2016
1,subnet_38__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_38__eMBB,True,True,36,2016
1,subnet_38__mMTC,True,True,36,2016
1,subnet_415__URLLC,True,True,36,2016
1,subnet_415__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_415__eMBB,True,True,36,2016
1,subnet_415__mMTC,True,True,36,2016
1,subnet_418__URLLC,True,True,36,2016
1,subnet_418__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_418__eMBB,True,True,36,2016
1,subnet_418__mMTC,True,True,36,2016
1,subnet_419__URLLC,True,True,36,2016
1,subnet_419__URLLC_eMBB_MIX,True,True,36,2016
1,subnet_419__eMBB,True,True,36,2016
